City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Araguaina,BR,-7.1911,-48.2072,74.16,92,100,1.57,overcast clouds
454,Nuuk,GL,64.1835,-51.7216,23.0,93,0,10.36,clear sky
455,Carballo,ES,43.213,-8.691,55.4,71,20,12.66,few clouds
456,Hauterive,FR,46.0901,3.4459,46.4,76,90,11.5,light rain
457,Manacor,ES,39.5696,3.2096,54.0,100,20,4.61,few clouds
458,Cheney,US,47.4874,-117.5758,33.8,100,90,6.91,light snow
459,Pontes E Lacerda,BR,-15.2261,-59.3353,73.29,86,100,3.09,overcast clouds
460,Diego De Almagro,CL,-26.3667,-70.05,57.36,59,0,0.58,clear sky
461,Funtua,NG,11.5233,7.3081,62.1,28,0,11.7,clear sky
462,Marawi,PH,7.9986,124.2928,80.01,80,89,3.0,light rain
463,Sunbury,AU,-37.5833,144.7333,73.0,53,75,11.5,broken clouds
464,Morehead,US,37.2711,-87.1764,33.01,55,1,4.61,clear sky
465,Santa Marta,CO,11.2408,-74.199,82.4,54,52,10.36,broken clouds
466,Santa Cruz,BO,-17.8,-63.1667,75.2,88,90,12.66,overcast clouds
467,Kashmor,PK,28.4333,69.5833,53.78,33,0,7.34,clear sky
468,Kargasok,RU,59.0556,80.8572,-34.22,82,0,5.93,clear sky
469,Antofagasta,CL,-23.65,-70.4,66.2,77,0,10.36,clear sky
470,Broome,US,42.2506,-75.833,10.0,78,90,3.44,mist
471,Tocopilla,CL,-22.092,-70.1979,66.88,56,0,3.71,clear sky
472,Khorramshahr,IR,30.4397,48.1664,57.2,62,0,4.61,dust
473,Kasane,BW,-17.8167,25.15,66.2,100,0,5.75,clear sky
474,Ngunguru,NZ,-35.6167,174.5,71.01,64,25,8.01,scattered clouds
475,Hermiston,US,45.8404,-119.2895,39.0,87,1,3.44,clear sky
476,Jaguarari,BR,-10.2639,-40.1958,67.96,89,100,7.49,overcast clouds
477,Abu Dhabi,AE,24.4667,54.3667,62.6,59,0,3.44,clear sky
478,Riyadh,SA,24.6877,46.7219,60.8,31,52,5.75,broken clouds
479,Saint-Ambroise,CA,48.5501,-71.3324,5.0,72,88,10.36,overcast clouds
480,Tawang,IN,27.5833,91.8667,37.9,50,0,2.44,clear sky
481,Kirkenes,NO,69.7271,30.0458,12.2,85,40,3.44,scattered clouds
482,Batagay,RU,67.6333,134.6333,-41.8,78,100,1.16,overcast clouds
483,Corpus Christi,US,27.8006,-97.3964,68.0,77,90,12.66,overcast clouds
484,Golden,US,39.7555,-105.2211,39.99,52,0,3.0,clear sky
485,Kamenka,RU,51.3223,42.7678,33.01,94,100,1.99,light snow
486,Poum,NC,-20.2333,164.0167,81.05,72,15,9.51,few clouds
487,Aykhal,RU,66.0,111.5,-36.99,80,99,7.76,overcast clouds
488,Sioux Lookout,CA,50.1001,-91.917,8.6,72,75,3.44,broken clouds
489,Arauca,CO,7.0847,-70.7591,76.98,54,9,4.16,clear sky
490,Kloulklubed,PW,7.0419,134.2556,86.0,62,75,13.8,broken clouds
491,Graaff-Reinet,ZA,-32.2522,24.5308,63.03,73,45,1.01,scattered clouds
492,El Alto,PE,-4.2714,-81.2147,73.44,80,46,13.65,scattered clouds
493,Yulara,AU,-25.2406,130.9889,89.6,33,40,18.41,scattered clouds
494,Pontianak,ID,-0.0333,109.3333,80.6,89,40,4.61,scattered clouds
495,Newcastle,AU,-32.9272,151.7765,81.0,69,100,8.05,light rain
496,Birjand,IR,32.8663,59.2211,44.6,12,20,11.5,few clouds
497,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,82,20,16.22,few clouds
498,Linxia,CN,35.6003,103.2064,27.23,75,100,3.0,overcast clouds
499,That Phanom,TH,16.9364,104.7104,78.01,68,0,4.61,clear sky
500,Berdigestyakh,RU,62.0989,126.6992,-41.44,78,100,1.1,overcast clouds
501,Bethanien,NA,-26.502,17.1583,71.24,32,3,4.32,clear sky
502,Ayr,GB,55.4627,-4.6339,35.6,80,20,12.66,few clouds
503,Pemangkat,ID,1.1667,108.9667,76.55,90,100,8.39,light rain
504,Ulladulla,AU,-35.35,150.4667,79.0,73,75,10.36,broken clouds
505,Praia,CV,14.9215,-23.5087,73.4,53,0,16.11,clear sky
506,Jibuti,DJ,11.5,42.5,71.6,83,75,8.12,haze
507,Nova Vicosa,BR,-17.8919,-39.3719,76.01,86,1,8.5,clear sky
508,Aksu,CN,41.1231,80.2644,21.43,78,0,2.24,clear sky
509,Rach Gia,VN,10.0167,105.0833,77.0,73,7,2.3,clear sky
510,Mayumba,GA,-3.432,10.6554,76.69,91,100,4.23,light rain
511,Itarema,BR,-2.9248,-39.9167,78.91,84,97,11.34,overcast clouds
512,Minna,NG,9.6139,6.5569,75.4,19,23,11.54,few clouds
513,Geraldton,AU,-28.7667,114.6,98.6,18,0,18.41,clear sky
514,Namatanai,PG,-3.6667,152.4333,85.21,73,60,14.45,light rain
515,Jacareacanga,BR,-6.2222,-57.7528,74.5,87,100,1.77,overcast clouds
516,Clyde River,CA,70.4692,-68.5914,-16.6,83,1,5.75,clear sky
517,Komsomolskiy,UZ,40.4272,71.7189,26.6,59,41,6.91,scattered clouds
518,Tura,IN,25.5198,90.2201,64.96,40,0,2.84,clear sky
519,Teknaf,BD,20.8624,92.3058,72.09,37,2,3.69,clear sky
520,Saskatoon,CA,52.1168,-106.6345,1.99,85,40,9.22,scattered clouds
521,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.68,80,16,21.81,few clouds
522,Mendi,PG,-6.1761,143.6513,67.57,80,93,5.44,light rain
523,Inverness,GB,57.4791,-4.224,33.01,93,40,2.3,scattered clouds
524,Obo,CF,5.3998,26.4869,73.89,19,82,8.16,broken clouds
525,Roald,NO,62.5833,6.1333,35.6,75,90,9.22,snow
526,Rio Grande,BR,-32.035,-52.0986,75.99,93,100,4.09,overcast clouds
527,Tiangua,BR,-3.7322,-40.9917,67.1,100,100,3.62,overcast clouds
528,Fort Frances,CA,48.5999,-93.4003,21.99,73,90,12.66,overcast clouds
529,Hay River,CA,60.8156,-115.7999,-20.2,76,2,2.3,clear sky
530,Vestmannaeyjar,IS,63.4427,-20.2734,35.24,82,100,7.63,overcast clouds
531,Thomasville,US,35.8826,-80.082,30.0,64,0,5.55,clear sky
532,Umm Lajj,SA,25.0213,37.2685,62.56,49,0,10.22,clear sky
533,Pahrump,US,36.2083,-115.9839,43.0,64,51,1.99,broken clouds
534,Le Port,RE,-20.9373,55.2919,80.6,61,2,12.66,clear sky
535,Port Stanley,FK,-51.7,-57.85,41.0,87,75,17.27,broken clouds
536,Manaus,BR,-3.1019,-60.025,75.2,100,0,2.3,clear sky
537,Montenegro,ME,42.5,19.3,42.8,93,90,3.44,overcast clouds
538,Aguimes,ES,27.9054,-15.4461,68.0,82,20,21.85,few clouds
539,Mbandaka,CD,0.0487,18.2603,71.92,93,97,2.13,light rain
540,Vasyurinskaya,RU,45.1181,39.424,37.0,87,0,8.95,clear sky
541,Port-Gentil,GA,-0.7193,8.7815,80.24,82,100,12.01,overcast clouds
542,Merrill,US,45.1805,-89.6835,21.2,58,90,4.61,overcast clouds
543,Mareeba,AU,-17.0,145.4333,89.01,66,96,5.99,overcast clouds
544,Alpena,US,45.0617,-83.4327,17.01,73,1,4.61,clear sky
545,Ust-Maya,RU,60.4167,134.5333,-41.1,77,99,0.67,overcast clouds
546,Valparaiso,CL,-33.0393,-71.6273,64.99,79,100,6.38,overcast clouds
547,Muyezerskiy,RU,63.9333,31.65,16.81,97,100,8.88,light snow
548,Isla Vista,US,34.4133,-119.861,48.2,87,75,3.44,broken clouds
549,Leshukonskoye,RU,64.8989,45.7622,14.22,96,100,9.04,overcast clouds
550,San Jose De Guanipa,VE,8.8872,-64.1651,75.72,63,48,11.41,scattered clouds
551,Vanderhoof,CA,54.0166,-124.0198,4.35,93,100,1.45,overcast clouds
552,Evensk,RU,61.95,159.2333,-0.24,85,100,14.88,overcast clouds
553,Salvador,SV,13.8333,-88.9167,84.2,42,0,10.36,clear sky
554,Rangpur,BD,25.75,89.25,61.72,40,0,8.34,clear sky
555,Bilibino,RU,68.0546,166.4372,-24.65,80,0,4.27,clear sky
556,Necochea,AR,-38.5473,-58.7368,64.99,79,67,14.32,broken clouds
557,Raton,US,36.9034,-104.4391,33.8,60,1,8.48,clear sky
558,Dunedin,NZ,-45.8742,170.5036,55.0,73,9,18.99,clear sky
559,Daru,PG,-9.0763,143.2092,78.04,90,99,13.8,overcast clouds
560,Shingu,JP,33.7333,135.9833,42.8,52,40,17.27,scattered clouds
561,Hodal,IN,27.9,77.3667,50.68,45,0,5.91,clear sky
562,Basco,PH,20.4487,121.9702,69.4,73,41,24.58,scattered clouds
563,Port Blair,IN,11.6667,92.75,82.56,71,29,9.82,scattered clouds
564,Willowmore,ZA,-33.2926,23.4895,59.27,69,0,1.05,clear sky
565,Natitingou,BJ,10.3042,1.3796,76.03,18,0,12.64,clear sky
566,Kiunga,PG,-6.1219,141.2906,81.61,93,92,6.29,light rain
567,Deputatskiy,RU,69.3,139.9,-29.11,87,100,2.33,overcast clouds
568,Oksovskiy,RU,62.6062,39.8984,15.28,97,99,5.99,overcast clouds
569,Kadipaten,ID,-8.1357,113.2158,77.07,84,100,3.13,overcast clouds
570,Cap Malheureux,MU,-19.9842,57.6142,82.0,78,1,5.01,moderate rain
571,Linhai,CN,28.85,121.1167,53.01,35,0,2.84,clear sky
572,Ubinskoye,RU,55.3068,79.6802,-4.77,90,94,8.34,overcast clouds
573,Yorkton,CA,51.2167,-102.4677,17.6,93,90,10.36,mist
574,Binga,ZW,-17.6203,27.3414,71.29,91,97,0.74,overcast clouds
575,Petapa,GT,14.5028,-90.5517,60.8,55,0,20.71,clear sky
576,Saint-Francois,FR,46.4154,3.9054,46.4,76,0,8.05,light rain
577,Mizdah,LY,31.4451,12.9801,52.92,46,2,12.21,clear sky
578,Ambovombe,MG,-25.1667,46.0833,76.5,80,2,4.54,clear sky
579,Slonim,BY,53.0867,25.3219,15.42,97,95,5.5,overcast clouds
580,Panzhihua,CN,26.5851,101.7128,55.0,35,0,1.01,clear sky
581,Tanabe,JP,33.7333,135.3667,42.8,52,40,17.27,scattered clouds
582,Itupiranga,BR,-5.1347,-49.3267,78.8,94,0,4.61,clear sky
583,San Ramon,US,37.7799,-121.978,48.2,76,1,4.61,clear sky
584,Vardo,NO,70.3705,31.1107,25.95,97,100,17.16,light snow
585,Sakakah,SA,29.9697,40.2064,42.8,65,0,6.91,clear sky
586,Hovd,MN,48.0056,91.6419,14.23,72,100,1.01,overcast clouds
587,Rocky Mountain House,CA,52.3668,-114.9188,3.2,78,0,2.3,clear sky
588,Mogok,MM,22.9167,96.5,69.89,47,0,2.39,clear sky
589,Shieli,KZ,44.1667,66.75,28.53,81,85,6.78,overcast clouds
590,Oudtshoorn,ZA,-33.5907,22.2014,57.2,88,0,5.75,clear sky
591,Bytosh,RU,53.8186,34.0912,24.8,86,90,11.18,snow
592,Palana,RU,59.1167,159.9667,-3.96,91,39,11.45,scattered clouds
593,Tomohon,ID,1.3346,124.8392,84.2,74,40,1.14,scattered clouds
594,Bayji,IQ,34.9311,43.487,45.99,76,0,5.95,clear sky
595,Zheleznodorozhnyy,RU,55.7503,38.0042,28.4,74,75,8.95,broken clouds
596,Valley,US,45.1277,-116.1262,32.0,86,90,0.98,snow
597,Basar,IN,27.9833,94.6667,60.8,82,40,4.61,mist
598,Bavleny,RU,56.4,39.56,23.09,98,100,10.78,overcast clouds
599,Te Anau,NZ,-45.4167,167.7167,66.49,44,1,2.59,clear sky
600,Bud,US,39.447,-86.1758,27.0,79,55,6.22,broken clouds
601,Logan,US,41.7355,-111.8344,35.01,71,100,4.47,light snow
602,Kandi,BJ,11.1342,2.9386,68.34,24,0,5.75,clear sky
603,Kruisfontein,ZA,-34.0033,24.7314,55.99,89,0,1.01,clear sky
604,Verkhoyansk,RU,67.5447,133.385,-41.49,76,95,0.04,overcast clouds
605,Novoagansk,RU,61.9449,76.6625,-40.38,80,10,2.44,clear sky
606,Tateyama,JP,34.9833,139.8667,48.0,46,40,5.75,scattered clouds
607,Maputo,MZ,-25.9653,32.5892,78.01,88,40,2.3,scattered clouds
608,Praya,CV,14.9215,-23.5087,73.4,53,0,16.11,clear sky
609,Surt,LY,31.2089,16.5887,61.99,50,6,15.7,clear sky
610,Oros,BR,-6.2444,-38.9136,75.09,85,100,3.15,overcast clouds
611,Oyonnax,FR,46.2592,5.6573,46.0,93,0,4.61,clear sky
612,Mantua,IT,45.1667,10.7833,35.01,86,10,3.44,clear sky
613,Benalla,AU,-36.55,145.9833,80.6,44,75,11.5,broken clouds
614,Stephenville,US,32.2207,-98.2023,55.4,71,1,8.05,clear sky
615,El Progreso,HN,15.4,-87.8,72.0,97,84,1.57,broken clouds
616,Nakamura,JP,32.9833,132.9333,48.06,50,0,7.67,clear sky
617,Elk Plain,US,47.0532,-122.3976,42.8,93,75,3.0,broken clouds
618,Nata,PA,8.3333,-80.5167,73.99,50,56,5.99,broken clouds
619,Avera,US,33.194,-82.5271,35.6,75,1,4.79,clear sky
620,Suntar,RU,62.1444,117.6319,-42.63,77,100,2.64,overcast clouds
621,Yaan,NG,7.3833,8.5667,70.59,42,26,5.1,scattered clouds
622,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,94,20,8.05,few clouds
623,Taoudenni,ML,22.6783,-3.9836,66.06,26,0,11.43,clear sky
624,Walvis Bay,NA,-22.9575,14.5053,66.99,82,16,9.22,few clouds
625,Tabatinga,BR,-4.2525,-69.9381,73.4,100,40,0.94,scattered clouds
626,Derzhavinsk,KZ,51.1,66.3167,16.45,92,92,11.14,overcast clouds
627,Pietarsaari,FI,63.65,22.6833,23.0,86,90,12.66,light snow
628,Boende,CD,-0.2167,20.8667,70.63,92,92,2.71,overcast clouds
629,Winchester,GB,51.0651,-1.3187,44.01,93,75,11.5,moderate rain
630,Abu Kamal,SY,34.4506,40.9171,44.82,69,1,10.09,clear sky
631,Alekseyevsk,RU,57.8406,108.3492,-34.76,79,31,3.56,scattered clouds
632,Ndele,CF,8.4109,20.6473,75.76,18,73,11.74,broken clouds
633,Sobolevo,RU,54.4299,31.8996,22.14,97,100,13.06,light snow
634,Julio De Castilhos,BR,-29.2269,-53.6817,75.2,83,0,9.22,clear sky
635,Okitipupa,NG,6.5047,4.7839,75.22,97,91,1.88,overcast clouds
636,Svetlyy,RU,54.675,20.1347,32.0,100,75,6.71,light snow
637,Jacarezinho,BR,-23.1606,-49.9694,69.62,93,100,2.66,overcast clouds
638,Tadepallegudem,IN,16.8333,81.5,77.0,83,32,5.75,mist
639,Wladyslawowo,PL,54.7909,18.4009,33.01,93,75,8.05,broken clouds
640,Flinders,AU,-34.5833,150.8552,77.0,84,70,5.01,light rain
641,Snezhnogorsk,RU,69.1933,33.2531,12.2,85,75,2.24,light snow
642,Comodoro Rivadavia,AR,-45.8667,-67.5,51.8,71,0,3.89,clear sky
643,Palaikastron,GR,35.2,26.25,61.0,85,68,14.56,broken clouds
644,Sawakin,SD,19.1059,37.3321,70.02,62,90,15.28,overcast clouds
645,Inverell,AU,-29.7833,151.1167,90.0,40,54,3.0,broken clouds
646,Montague,US,42.5356,-72.5351,9.0,72,0,5.01,clear sky
647,Port Victoria,KE,0.0939,33.9756,70.2,64,44,7.2,scattered clouds
648,Northam,GB,51.0333,-4.2167,48.0,95,100,11.99,moderate rain
649,Nioro,GM,13.35,-15.75,69.67,19,0,5.03,clear sky
650,Okhotsk,RU,59.3833,143.3,-6.56,85,0,10.96,clear sky
651,Charlottesville,US,38.0293,-78.4767,27.0,43,1,3.0,clear sky
652,Kenora,CA,49.8167,-94.4337,15.8,79,75,10.36,broken clouds
653,Hinesville,US,31.8469,-81.5959,41.0,93,1,2.35,clear sky
654,Putina,PE,-15.4667,-69.4333,46.89,73,58,5.77,broken clouds
655,Grenaa,DK,56.4158,10.8783,30.2,86,90,6.91,overcast clouds
656,Cairns,AU,-16.9167,145.7667,89.01,62,86,17.27,overcast clouds
657,Erdemli,TR,36.605,34.3084,46.6,52,3,4.29,clear sky
658,Beyneu,KZ,45.3167,55.2,31.87,97,52,5.12,broken clouds
659,Nagorsk,RU,59.3172,50.8078,23.56,98,100,7.76,snow
660,Sebinkarahisar,TR,40.2883,38.4236,17.76,94,48,1.59,scattered clouds
661,Belonia,IN,23.2528,91.4514,71.44,38,0,2.08,clear sky
662,Fonte Boa,BR,-2.4959,-66.2662,76.03,79,77,2.33,broken clouds
663,Barcelos,PT,41.5388,-8.6151,57.2,94,90,6.91,overcast clouds
664,Enid,US,36.3956,-97.8784,52.0,66,75,25.32,broken clouds
665,Wewak,PG,-3.5534,143.6268,84.4,72,100,5.64,light rain
666,Marquette,US,46.5333,-87.6335,10.0,85,1,3.83,clear sky
667,Phalaborwa,ZA,-23.943,31.1411,71.6,100,79,2.3,broken clouds
668,Chapleau,CA,47.8405,-83.4034,-5.8,84,1,3.2,clear sky
669,Mehamn,NO,71.0357,27.8492,24.58,96,100,17.45,light snow
670,Vung Tau,VN,10.346,107.0843,76.77,65,100,3.04,overcast clouds
671,Norden,DE,53.6,7.2,32.0,85,69,1.99,broken clouds
672,Jacqueville,CI,5.2052,-4.4146,77.0,94,51,3.44,light rain
673,Briancon,FR,44.9,6.65,46.0,49,31,4.83,scattered clouds
674,Hvolsvollur,IS,63.7533,-20.2243,26.01,94,95,4.0,overcast clouds
675,Whitehorse,CA,60.7161,-135.0538,0.0,78,75,5.75,broken clouds
676,Sechura,PE,-5.5569,-80.8222,76.98,64,81,13.65,broken clouds
677,Pleasanton,US,37.6624,-121.8747,48.0,76,1,4.61,clear sky
678,Wanaka,NZ,-44.7,169.15,67.51,42,1,2.91,clear sky
679,Pochutla,MX,15.7432,-96.4661,78.8,83,75,6.91,broken clouds
680,Callaguip,PH,18.0714,120.4867,82.4,44,75,10.36,broken clouds
681,Dingle,PH,10.9995,122.6711,76.93,85,100,17.02,overcast clouds
